Metadata_Plate,Metadata_Well,assay_type,food_conc_OD,food_type,diluent,diluent_concentration_perc,drug,concentration_um,drug_stock_prep_date,drug_prep_method,strain,bleach,well_censor,well_censor_reason,notes
p001,A01,48h,10,15hHB101_20200813,DMSO,1,fenbendazole,0,20200805,serial; see notes,JU775,1,,,
p009,D01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,DL238,2,,,
p009,D02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,MY16,2,,,
p009,D03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,CB4856,2,,,
p009,D04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,PD1074,2,,,
p009,D05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,CX11314,2,,,
p009,D06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,JU775,2,,,
p009,D07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,DL238,2,,,
p009,D08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,MY16,2,,,
p009,D09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,CB4856,2,,,
p009,D10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,PD1074,2,,,
p009,D11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,CX11314,2,,,
p009,D12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,JU775,2,,,
p009,E01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,DL238,2,,,
p009,E02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,MY16,2,,,
p009,E03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,CB4856,2,,,
p009,E04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,PD1074,2,,,
p009,E05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,CX11314,2,,,
p009,E06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,JU775,2,,,
p009,E07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,DL238,2,,,
p009,E08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,MY16,2,,,
p009,E09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,CB4856,2,,,
p009,E10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,PD1074,2,,,
p009,E11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,CX11314,2,,,
p009,E12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,JU775,2,,,
p009,F01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,DL238,2,,,
p009,F02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,MY16,2,,,
p009,F03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,CB4856,2,,,
p009,F04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,PD1074,2,,,
p009,F05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,CX11314,2,,,
p009,F06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,JU775,2,,,
p009,F07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,DL238,2,,,
p009,F08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,MY16,2,,,
p009,F09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,CB4856,2,,,
p009,F10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,PD1074,2,,,
p009,F11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,CX11314,2,,,
p009,F12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,JU775,2,,,
p009,G01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,DL238,2,,,
p009,G02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,MY16,2,,,
p009,G03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,CB4856,2,,,
p009,G04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,PD1074,2,,,
p009,G05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,CX11314,2,,,
p009,G06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,JU775,2,,,
p009,G07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,DL238,2,,,
p009,G08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,MY16,2,,,
p009,G09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,CB4856,2,,,
p009,G10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,PD1074,2,,,
p009,G11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,CX11314,2,,,
p009,G12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,JU775,2,,,
p009,H01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,DL238,2,,,
p009,H02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,MY16,2,,,
p009,H03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,CB4856,2,,,
p009,H04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,PD1074,2,,,
p009,H05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,CX11314,2,,,
p009,H06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,JU775,2,,,
p009,H07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,DL238,2,,,
p009,H08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,MY16,2,,,
p009,H09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,CB4856,2,,,
p009,H10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,PD1074,2,,,
p009,H11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,CX11314,2,,,
p009,H12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,JU775,2,,,
p010,A01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,DL238,2,,,
p010,A02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,MY16,2,,,
p010,A03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,CB4856,2,,,
p010,A04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,PD1074,2,,,
p010,A05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,CX11314,2,,,
p010,A06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,JU775,2,,,
p010,A07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,DL238,2,,,
p010,A08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,MY16,2,,,
p010,A09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,CB4856,2,,,
p010,A10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,PD1074,2,,,
p010,A11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,CX11314,2,,,
p010,A12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,JU775,2,,,
p010,B01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,DL238,2,,,
p010,B02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,MY16,2,,,
p010,B03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,CB4856,2,,,
p010,B04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,PD1074,2,,,
p010,B05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,CX11314,2,,,
p010,B06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,JU775,2,,,
p010,B07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,DL238,2,,,
p010,B08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,MY16,2,,,
p010,B09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,CB4856,2,,,
p010,B10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,PD1074,2,,,
p010,B11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,CX11314,2,,,
p010,B12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,JU775,2,,,
p010,C01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,DL238,2,,,
p010,C02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,MY16,2,,,
p010,C03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,CB4856,2,,,
p010,C04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,PD1074,2,,,
p010,C05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,CX11314,2,,,
p010,C06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,JU775,2,,,
p010,C07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,DL238,2,,,
p010,C08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,MY16,2,,,
p010,C09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,CB4856,2,,,
p010,C10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,PD1074,2,,,
p010,C11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,CX11314,2,,,
p010,C12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,JU775,2,,,
p010,D01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,DL238,2,,,
p010,D02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,MY16,2,,,
p010,D03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,CB4856,2,,,
p010,D04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,PD1074,2,,,
p010,D05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,CX11314,2,,,
p010,D06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,JU775,2,,,
p010,D07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,DL238,2,,,
p010,D08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,MY16,2,,,
p010,D09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,CB4856,2,,,
p010,D10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,PD1074,2,,,
p010,D11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,CX11314,2,,,
p010,D12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,JU775,2,,,
p010,E01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,DL238,2,,,
p010,E02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,MY16,2,,,
p010,E03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,CB4856,2,,,
p010,E04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,PD1074,2,,,
p010,E05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,CX11314,2,,,
p010,E06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,JU775,2,,,
p010,E07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,DL238,2,,,
p010,E08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,MY16,2,,,
p010,E09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,CB4856,2,,,
p010,E10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,PD1074,2,,,
p010,E11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,CX11314,2,,,
p010,E12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,JU775,2,,,
p010,F01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,DL238,2,,,
p010,F02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,MY16,2,,,
p010,F03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,CB4856,2,,,
p010,F04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,PD1074,2,,,
p010,F05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,CX11314,2,,,
p010,F06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,JU775,2,,,
p010,F07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,DL238,2,,,
p010,F08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,MY16,2,,,
p010,F09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,CB4856,2,,,
p010,F10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,PD1074,2,,,
p010,F11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,CX11314,2,,,
p010,F12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,JU775,2,,,
p010,G01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,DL238,2,,,
p010,G02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,MY16,2,,,
p010,G03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,CB4856,2,,,
p010,G04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,PD1074,2,,,
p010,G05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,CX11314,2,,,
p010,G06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,JU775,2,,,
p010,G07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,DL238,2,,,
p010,G08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,MY16,2,,,
p010,G09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,CB4856,2,,,
p010,G10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,PD1074,2,,,
p010,G11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,CX11314,2,,,
p010,G12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,JU775,2,,,
p010,H01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,DL238,2,,,
p010,H02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,MY16,2,,,
p010,H03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,CB4856,2,,,
p010,H04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,PD1074,2,,,
p010,H05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,CX11314,2,,,
p010,H06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,JU775,2,,,
p010,H07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,DL238,2,,,
p010,H08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,MY16,2,,,
p010,H09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,CB4856,2,,,
p010,H10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,PD1074,2,,,
p010,H11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,CX11314,2,,,
p010,H12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,JU775,2,,,
p011,A01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,PD1074,3,,,
p011,A02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,CX11314,3,,,
p011,A03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,JU775,3,,,
p011,A04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,DL238,3,,,
p011,A05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,MY16,3,,,
p011,A06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,CB4856,3,,,
p011,A07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,PD1074,3,,,
p011,A08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,CX11314,3,,,
p011,A09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,JU775,3,,,
p011,A10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,DL238,3,,,
p011,A11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,MY16,3,,,
p011,A12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,0,20200805,serial; see notes,CB4856,3,,,
p011,B01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,PD1074,3,,,
p011,B02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,CX11314,3,,,
p011,B03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,JU775,3,,,
p011,B04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,DL238,3,,,
p011,B05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,MY16,3,,,
p011,B06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,CB4856,3,,,
p011,B07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,PD1074,3,,,
p011,B08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,CX11314,3,,,
p011,B09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,JU775,3,,,
p011,B10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,DL238,3,,,
p011,B11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,MY16,3,,,
p011,B12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,1.5,20200805,serial; see notes,CB4856,3,,,
p011,C01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,PD1074,3,,,
p011,C02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,CX11314,3,,,
p011,C03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,JU775,3,,,
p011,C04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,DL238,3,,,
p011,C05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,MY16,3,,,
p011,C06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,CB4856,3,,,
p011,C07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,PD1074,3,,,
p011,C08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,CX11314,3,,,
p011,C09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,JU775,3,,,
p011,C10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,DL238,3,,,
p011,C11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,MY16,3,,,
p011,C12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,3,20200805,serial; see notes,CB4856,3,,,
p011,D01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,PD1074,3,,,
p011,D02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,CX11314,3,,,
p011,D03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,JU775,3,,,
p011,D04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,DL238,3,,,
p011,D05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,MY16,3,,,
p011,D06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,CB4856,3,,,
p011,D07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,PD1074,3,,,
p011,D08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,CX11314,3,,,
p011,D09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,JU775,3,,,
p011,D10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,DL238,3,,,
p011,D11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,MY16,3,,,
p011,D12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,6,20200805,serial; see notes,CB4856,3,,,
p011,E01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,PD1074,3,,,
p011,E02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,CX11314,3,,,
p011,E03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,JU775,3,,,
p011,E04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,DL238,3,,,
p011,E05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,MY16,3,,,
p011,E06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,CB4856,3,,,
p011,E07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,PD1074,3,,,
p011,E08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,CX11314,3,,,
p011,E09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,JU775,3,,,
p011,E10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,DL238,3,,,
p011,E11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,MY16,3,,,
p011,E12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,12,20200805,serial; see notes,CB4856,3,,,
p011,F01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,PD1074,3,,,
p011,F02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,CX11314,3,,,
p011,F03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,JU775,3,,,
p011,F04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,DL238,3,,,
p011,F05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,MY16,3,,,
p011,F06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,CB4856,3,,,
p011,F07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,PD1074,3,,,
p011,F08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,CX11314,3,,,
p011,F09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,JU775,3,,,
p011,F10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,DL238,3,,,
p011,F11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,MY16,3,,,
p011,F12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,24,20200805,serial; see notes,CB4856,3,,,
p011,G01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,PD1074,3,,,
p011,G02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,CX11314,3,,,
p011,G03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,JU775,3,,,
p011,G04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,DL238,3,,,
p011,G05,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,MY16,3,,,
p011,G06,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,CB4856,3,,,
p011,G07,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,PD1074,3,,,
p011,G08,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,CX11314,3,,,
p011,G09,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,JU775,3,,,
p011,G10,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,DL238,3,,,
p011,G11,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,MY16,3,,,
p011,G12,48h,10,15hHB101_20200813,DMSO,1,mebendazole,48,20200805,serial; see notes,CB4856,3,,,
p011,H01,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,PD1074,3,,,
p011,H02,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,CX11314,3,,,
p011,H03,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,JU775,3,,,
p011,H04,48h,10,15hHB101_20200813,DMSO,1,mebendazole,96,20200805,serial; see notes,DL238,3,,,
