Metadata_Plate,Metadata_Well,assay_type,food_conc_OD,food_type,diluent,diluent_concentration_perc,drug,concentration_um,drug_stock_prep_date,drug_prep_method,strain,bleach,well_censor,well_censor_reason,notes
p001,A01,48h,10,15hHB101_20200813,DMSO,1,ivermectin,0,20200805,serial; see notes,JU775,1,,,
p040,E02,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,MY16,2,,,
p040,E03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,CB4856,2,,,
p040,E04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,PD1074,2,,,
p040,E05,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,CX11314,2,,,
p040,E06,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,JU775,2,,,
p040,E07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,DL238,2,,,
p040,E08,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,MY16,2,,,
p040,E09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,CB4856,2,,,
p040,E10,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,PD1074,2,,,
p040,E12,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,JU775,2,,,
p040,F01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,DL238,2,,,
p040,F02,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,MY16,2,,,
p040,F03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,CB4856,2,,,
p040,F04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,PD1074,2,,,
p040,F05,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,CX11314,2,,,
p040,F06,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,JU775,2,,,
p040,F07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,DL238,2,,,
p040,F08,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,MY16,2,,,
p040,F09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,CB4856,2,,,
p040,F10,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,PD1074,2,,,
p040,F12,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,JU775,2,,,
p040,G01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,DL238,2,,,
p040,G02,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,MY16,2,,,
p040,G03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,CB4856,2,,,
p040,G04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,PD1074,2,,,
p040,G05,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,CX11314,2,,,
p040,G06,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,JU775,2,,,
p040,G07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,DL238,2,,,
p040,G08,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,MY16,2,,,
p040,G09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,CB4856,2,,,
p040,G10,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,PD1074,2,,,
p040,G12,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,JU775,2,,,
p040,H01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,DL238,2,,,
p040,H02,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,MY16,2,,,
p040,H03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,CB4856,2,,,
p040,H04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,PD1074,2,,,
p040,H05,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,CX11314,2,,,
p040,H06,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,JU775,2,,,
p040,H07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,DL238,2,,,
p040,H08,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,MY16,2,,,
p040,H09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,CB4856,2,,,
p040,H10,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,PD1074,2,,,
p040,H12,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,JU775,2,,,
p041,A01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0,20200805,serial; see notes,PD1074,3,,,
p041,A03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0,20200805,serial; see notes,JU775,3,,,
p041,A04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0,20200805,serial; see notes,DL238,3,,,
p041,A07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0,20200805,serial; see notes,PD1074,3,,,
p041,A09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0,20200805,serial; see notes,JU775,3,,,
p041,B01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.02646,20200805,serial; see notes,PD1074,3,,,
p041,B03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.02646,20200805,serial; see notes,JU775,3,,,
p041,B04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.02646,20200805,serial; see notes,DL238,3,,,
p041,B07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.02646,20200805,serial; see notes,PD1074,3,,,
p041,B09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.02646,20200805,serial; see notes,JU775,3,,,
p041,C01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.04763,20200805,serial; see notes,PD1074,3,,,
p041,C03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.04763,20200805,serial; see notes,JU775,3,,,
p041,C04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.04763,20200805,serial; see notes,DL238,3,,,
p041,C07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.04763,20200805,serial; see notes,PD1074,3,,,
p041,C09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.04763,20200805,serial; see notes,JU775,3,,,
p041,D01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.08573,20200805,serial; see notes,PD1074,3,,,
p041,D03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.08573,20200805,serial; see notes,JU775,3,,,
p041,D04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.08573,20200805,serial; see notes,DL238,3,,,
p041,D07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.08573,20200805,serial; see notes,PD1074,3,,,
p041,D09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.08573,20200805,serial; see notes,JU775,3,,,
p041,E01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,PD1074,3,,,
p041,E03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,JU775,3,,,
p041,E04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,DL238,3,,,
p041,E07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,PD1074,3,,,
p041,E09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,JU775,3,,,
p041,F01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,PD1074,3,,,
p041,F03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,JU775,3,,,
p041,F04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,DL238,3,,,
p041,F07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,PD1074,3,,,
p041,F09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,JU775,3,,,
p041,G01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,PD1074,3,,,
p041,G03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,JU775,3,,,
p041,G04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,DL238,3,,,
p041,G07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,PD1074,3,,,
p041,G09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,JU775,3,,,
p041,H01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,PD1074,3,,,
p041,H03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,JU775,3,,,
p041,H04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,DL238,3,,,
p041,H07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,PD1074,3,,,
p041,H09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,JU775,3,,,
p042,A01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0,20200805,serial; see notes,PD1074,3,,,
p042,A03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0,20200805,serial; see notes,JU775,3,,,
p042,A04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0,20200805,serial; see notes,DL238,3,,,
p042,A07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0,20200805,serial; see notes,PD1074,3,,,
p042,A09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0,20200805,serial; see notes,JU775,3,,,
p042,B01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.02646,20200805,serial; see notes,PD1074,3,,,
p042,B03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.02646,20200805,serial; see notes,JU775,3,,,
p042,B04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.02646,20200805,serial; see notes,DL238,3,,,
p042,B07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.02646,20200805,serial; see notes,PD1074,3,,,
p042,B09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.02646,20200805,serial; see notes,JU775,3,,,
p042,C01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.04763,20200805,serial; see notes,PD1074,3,,,
p042,C03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.04763,20200805,serial; see notes,JU775,3,,,
p042,C04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.04763,20200805,serial; see notes,DL238,3,,,
p042,C07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.04763,20200805,serial; see notes,PD1074,3,,,
p042,C09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.04763,20200805,serial; see notes,JU775,3,,,
p042,D01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.08573,20200805,serial; see notes,PD1074,3,,,
p042,D03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.08573,20200805,serial; see notes,JU775,3,,,
p042,D04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.08573,20200805,serial; see notes,DL238,3,,,
p042,D07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.08573,20200805,serial; see notes,PD1074,3,,,
p042,D09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.08573,20200805,serial; see notes,JU775,3,,,
p042,E01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,PD1074,3,,,
p042,E03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,JU775,3,,,
p042,E04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,DL238,3,,,
p042,E07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,PD1074,3,,,
p042,E09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.15432,20200805,serial; see notes,JU775,3,,,
p042,F01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,PD1074,3,,,
p042,F03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,JU775,3,,,
p042,F04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,DL238,3,,,
p042,F07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,PD1074,3,,,
p042,F09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.27778,20200805,serial; see notes,JU775,3,,,
p042,G01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,PD1074,3,,,
p042,G03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,JU775,3,,,
p042,G04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,DL238,3,,,
p042,G07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,PD1074,3,,,
p042,G09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.5,20200805,serial; see notes,JU775,3,,,
p042,H01,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,PD1074,3,,,
p042,H03,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,JU775,3,,,
p042,H04,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,DL238,3,,,
p042,H07,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,PD1074,3,,,
p042,H09,48h,10,15hHB101_20200813,DMSO,1,emodepside,0.9,20200805,serial; see notes,JU775,3,,,
p043,A01,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,JU775,1,,,
p043,A02,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CX11314,1,,,
p043,A03,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,PD1074,1,,,
p043,A04,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CB4856,1,,,
p043,A05,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,MY16,1,,,
p043,A06,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,DL238,1,,,
p043,A07,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,JU775,1,,,
p043,A08,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CX11314,1,,,
p043,A09,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,PD1074,1,,,
p043,A10,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CB4856,1,,,
p043,A11,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,MY16,1,,,
p043,A12,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,DL238,1,,,
p043,B01,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,JU775,1,,,
p043,B02,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,CX11314,1,,,
p043,B03,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,PD1074,1,,,
p043,B04,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,CB4856,1,,,
p043,B05,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,MY16,1,,,
p043,B06,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,DL238,1,,,
p043,B07,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,JU775,1,,,
p043,B08,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,CX11314,1,,,
p043,B09,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,PD1074,1,,,
p043,B10,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,CB4856,1,,,
p043,B11,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,MY16,1,,,
p043,B12,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,DL238,1,,,
p043,C01,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,JU775,1,,,
p043,C02,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,CX11314,1,,,
p043,C03,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,PD1074,1,,,
p043,C04,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,CB4856,1,,,
p043,C05,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,MY16,1,,,
p043,C06,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,DL238,1,,,
p043,C07,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,JU775,1,,,
p043,C08,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,CX11314,1,,,
p043,C09,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,PD1074,1,,,
p043,C10,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,CB4856,1,,,
p043,C11,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,MY16,1,,,
p043,C12,48h,10,15hHB101_20200813,DMSO,1,morantel,10.3125,20200805,serial; see notes,DL238,1,,,
p043,D01,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,JU775,1,,,
p043,D02,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,CX11314,1,,,
p043,D03,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,PD1074,1,,,
p043,D04,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,CB4856,1,,,
p043,D05,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,MY16,1,,,
p043,D06,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,DL238,1,,,
p043,D07,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,JU775,1,,,
p043,D08,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,CX11314,1,,,
p043,D09,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,PD1074,1,,,
p043,D10,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,CB4856,1,,,
p043,D11,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,MY16,1,,,
p043,D12,48h,10,15hHB101_20200813,DMSO,1,morantel,20.625,20200805,serial; see notes,DL238,1,,,
p043,E01,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,JU775,1,,,
p043,E02,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,CX11314,1,,,
p043,E03,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,PD1074,1,,,
p043,E04,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,CB4856,1,,,
p043,E05,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,MY16,1,,,
p043,E06,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,DL238,1,,,
p043,E07,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,JU775,1,,,
p043,E08,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,CX11314,1,,,
p043,E09,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,PD1074,1,,,
p043,E10,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,CB4856,1,,,
p043,E11,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,MY16,1,,,
p043,E12,48h,10,15hHB101_20200813,DMSO,1,morantel,41.25,20200805,serial; see notes,DL238,1,,,
p043,F01,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,JU775,1,,,
p043,F02,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,CX11314,1,,,
p043,F03,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,PD1074,1,,,
p043,F04,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,CB4856,1,,,
p043,F05,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,MY16,1,,,
p043,F06,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,DL238,1,,,
p043,F07,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,JU775,1,,,
p043,F08,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,CX11314,1,,,
p043,F09,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,PD1074,1,,,
p043,F10,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,CB4856,1,,,
p043,F11,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,MY16,1,,,
p043,F12,48h,10,15hHB101_20200813,DMSO,1,morantel,82.5,20200805,serial; see notes,DL238,1,,,
p043,G01,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,JU775,1,,,
p043,G02,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,CX11314,1,,,
p043,G03,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,PD1074,1,,,
p043,G04,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,CB4856,1,,,
p043,G05,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,MY16,1,,,
p043,G06,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,DL238,1,,,
p043,G07,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,JU775,1,,,
p043,G08,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,CX11314,1,,,
p043,G09,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,PD1074,1,,,
p043,G10,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,CB4856,1,,,
p043,G11,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,MY16,1,,,
p043,G12,48h,10,15hHB101_20200813,DMSO,1,morantel,165,20200805,serial; see notes,DL238,1,,,
p043,H01,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,JU775,1,,,
p043,H02,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,CX11314,1,,,
p043,H03,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,PD1074,1,,,
p043,H04,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,CB4856,1,,,
p043,H05,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,MY16,1,,,
p043,H06,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,DL238,1,,,
p043,H07,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,JU775,1,,,
p043,H08,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,CX11314,1,,,
p043,H09,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,PD1074,1,,,
p043,H10,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,CB4856,1,,,
p043,H11,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,MY16,1,,,
p043,H12,48h,10,15hHB101_20200813,DMSO,1,morantel,330,20200805,serial; see notes,DL238,1,,,
p044,A01,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,JU775,1,,,
p044,A02,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CX11314,1,,,
p044,A03,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,PD1074,1,,,
p044,A04,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CB4856,1,,,
p044,A05,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,MY16,1,,,
p044,A06,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,DL238,1,,,
p044,A07,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,JU775,1,,,
p044,A08,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CX11314,1,,,
p044,A09,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,PD1074,1,,,
p044,A10,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,CB4856,1,,,
p044,A11,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,MY16,1,,,
p044,A12,48h,10,15hHB101_20200813,DMSO,1,morantel,0,20200805,serial; see notes,DL238,1,,,
p044,B01,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,JU775,1,,,
p044,B02,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,CX11314,1,,,
p044,B03,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,PD1074,1,,,
p044,B04,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,CB4856,1,,,
p044,B05,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,MY16,1,,,
p044,B06,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,DL238,1,,,
p044,B07,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,JU775,1,,,
p044,B08,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,CX11314,1,,,
p044,B09,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,PD1074,1,,,
p044,B10,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,CB4856,1,,,
p044,B11,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,MY16,1,,,
p044,B12,48h,10,15hHB101_20200813,DMSO,1,morantel,5.15625,20200805,serial; see notes,DL238,1,,,
