Anthelmintic,strain1,strain2,Relative.Potency.Estimate,SE,t.value,p.value,p...0.05
Thiabendazole,DL238,MY16,0.339707288925062,0.0190870294800781,-34.5937911273262,<< 0.00001,T
Thiabendazole,DL238,N2,0.66327901453504,0.0275607063109836,-12.2174294688075,<< 0.00001,T
Thiabendazole,JU775,MY16,0.329088646094608,0.0187246651080659,-35.830352640934,<< 0.00001,T
Thiabendazole,JU775,N2,0.642546097750799,0.0270894012481884,-13.1953415645577,<< 0.00001,T
Thiabendazole,MY16,N2,1.95250156872953,0.113309207357813,8.40621509002067,<< 0.00001,T
Albendazole,CB4856,CX11314,0.803162985368022,0.032033915381253,-6.14464427121423,<< 0.00001,T
Albendazole,CB4856,DL238,1.10811741631617,0.0428593127796547,2.52261199035111,0.011736,T
Albendazole,CB4856,JU775,0.994557789072142,0.0391996777012816,-0.138833052897268,0.889598,F
Albendazole,CB4856,MY16,0.0415636424324469,0.0112206605699319,-85.4171063810527,<< 0.00001,T
Albendazole,CB4856,N2,1.03072246821197,0.0393066907029472,0.781609127162329,0.43455,F
Albendazole,CX11314,DL238,1.3796918390212,0.053163223589418,7.14200180849791,<< 0.00001,T
Albendazole,CX11314,JU775,1.23830132512446,0.048530046961086,4.91038727647526,0.000001,T
Albendazole,CX11314,MY16,0.0517499476316153,0.0141044132448186,-67.2307338071461,<< 0.00001,T
Albendazole,CX11314,N2,1.28332914612552,0.0487186454096138,5.81562035937914,<< 0.00001,T
Albendazole,DL238,JU775,0.897520221619166,0.0341640120054834,-2.9996412120563,0.002741,T
Albendazole,DL238,MY16,0.0375083378534212,0.0101445831712833,-94.8773986959999,<< 0.00001,T
Albendazole,DL238,N2,0.930156365232948,0.0341809765883523,-2.04334813508084,0.041167,T
Albendazole,JU775,MY16,0.0417910782954333,0.0113406311386376,-84.4934386799638,<< 0.00001,T
Albendazole,JU775,N2,1.03636257192613,0.0388631942224192,0.935655770290567,0.349579,F
Albendazole,MY16,N2,24.7986559379918,6.712248958169,3.54555620423289,0.000402,T
Levamisole,CB4856,CX11314,4.18752658680909,1.23363643866336,2.58384600755047,0.009886,T
Levamisole,CB4856,DL238,0.879515694103607,0.10095243036539,-1.19347603084253,0.232915,F
Levamisole,CB4856,JU775,1.84968811436915,0.301822111559248,2.81519504975815,0.004953,T
Levamisole,CB4856,MY16,1.34884670126282,0.229213867100258,1.52192668653086,0.128287,F
Levamisole,CB4856,N2,1.36037472152379,0.19954329294705,1.80599766697954,0.071165,F
Levamisole,CX11314,DL238,0.210032265078417,0.0606047410900307,-13.0347514190029,<< 0.00001,T
Levamisole,CX11314,JU775,0.441713760145608,0.133718749894411,-4.17507821674398,0.000032,T
Levamisole,CX11314,MY16,0.322110599968906,0.0982271362637351,-6.90124364626689,<< 0.00001,T
Levamisole,CX11314,N2,0.32486354255255,0.0954568814072329,-7.07268504370283,<< 0.00001,T
Levamisole,DL238,JU775,2.10307573448627,0.315826496613062,3.49266368184971,0.000495,T
Levamisole,DL238,MY16,1.53362436884944,0.23865443915477,2.23597084864354,0.025534,T
Levamisole,DL238,N2,1.54673160540957,0.202423683492928,2.70092706532867,0.007011,T
Levamisole,JU775,MY16,0.729229263454968,0.126795042479035,-2.13549939533167,0.032919,T
Levamisole,JU775,N2,0.735461676460929,0.114136930354514,-2.31772768653759,0.020629,T
Levamisole,MY16,N2,1.00854657556724,0.153838578847429,0.0555554765993889,0.955705,F
Abamectin,CB4856,CX11314,2.03622449706823,0.20315593145979,5.10063619419023,<< 0.00001,T
Abamectin,CB4856,DL238,0.909959349701301,0.100607601876587,-0.89496865663441,0.370974,F
Abamectin,CB4856,JU775,1.60890616929412,0.150420478674037,4.04802706826663,0.000055,T
Abamectin,CB4856,MY16,2.37011196658326,0.2411639580546,5.68124680667693,<< 0.00001,T
Abamectin,CB4856,N2,1.19958790822586,0.109114846948471,1.8291544533817,0.067612,F
Abamectin,CX11314,DL238,0.446885572298862,0.0507713879085152,-10.8942152359079,<< 0.00001,T
Abamectin,CX11314,JU775,0.790141839276875,0.0738796247388374,-2.84054177948207,0.004576,T
Abamectin,CX11314,MY16,1.16397380052925,0.117259158629567,1.39838800180423,0.162241,F
Abamectin,CX11314,N2,0.589123601033693,0.0533038808377138,-7.70818920703429,<< 0.00001,T
Abamectin,DL238,JU775,1.76810774000207,0.187071034830483,4.10596830609348,0.000043,T
Abamectin,DL238,MY16,2.60463499535585,0.313271440998349,5.12218729623781,<< 0.00001,T
Abamectin,DL238,N2,1.31828735934152,0.141207248136697,2.2540440631872,0.024364,T
Abamectin,JU775,MY16,1.47312006866324,0.140489816044865,3.36764672331941,0.000781,T
Abamectin,JU775,N2,0.745592211105855,0.0626140215929171,-4.06311210208103,0.000051,T
Abamectin,MY16,N2,0.506131324232405,0.0463359644867392,-10.6584309021761,<< 0.00001,T
Ivermectin,CB4856,CX11314,1.34481796396417,0.140880615436849,2.44758984687101,0.014489,T
Ivermectin,CB4856,DL238,0.735404844013168,0.0900468212992539,-2.93841750512768,0.003346,T
Ivermectin,CB4856,JU775,1.26794923375504,0.1236675964698,2.16668910372552,0.030407,T
Ivermectin,CB4856,MY16,1.35497405330704,0.128718230294861,2.75776051685828,0.005886,T
Ivermectin,CB4856,N2,0.94922178913532,0.0985788935903116,-0.515102259878384,0.606553,F
Ivermectin,CX11314,DL238,0.546843412059568,0.0674849324980421,-6.71492985420975,<< 0.00001,T
Ivermectin,CX11314,JU775,0.942840791639531,0.0931434253820191,-0.613668738572103,0.539522,F
Ivermectin,CX11314,MY16,1.00755201790503,0.0971394530171287,0.077744085131944,0.938041,F
Ivermectin,CX11314,N2,0.705836637054775,0.07414659377065,-3.96732132908398,0.000076,T
Ivermectin,DL238,JU775,1.72415132165262,0.202383279377392,3.57811833013272,0.000356,T
Ivermectin,DL238,MY16,1.84248725628843,0.212093529841452,3.97224402327699,0.000074,T
Ivermectin,DL238,N2,1.29074726235869,0.15833519119573,1.8362769524766,0.066503,F
Ivermectin,JU775,MY16,1.06863430903639,0.0944590416873928,0.72660391012151,0.467576,F
Ivermectin,JU775,N2,0.748627597907995,0.0732488784063657,-3.43175769460191,0.000615,T
Ivermectin,MY16,N2,0.700546100361543,0.0667612356723302,-4.48544573243375,0.000008,T
Doramectin,CB4856,CX11314,2.56363101460141,0.283483068250462,5.51578273881216,<< 0.00001,T
Doramectin,CB4856,DL238,1.52746543357553,0.163182368869696,3.23236779334122,0.001252,T
Doramectin,CB4856,JU775,1.55777234403755,0.183179072058551,3.04495670694992,0.002365,T
Doramectin,CB4856,MY16,2.37371553427393,0.258065208986623,5.32313340363961,<< 0.00001,T
Doramectin,CB4856,N2,1.14262023500801,0.138407631207696,1.03043621051498,0.302959,F
Doramectin,CX11314,DL238,0.595821093158767,0.0505065036576503,-8.00251210380529,<< 0.00001,T
Doramectin,CX11314,JU775,0.607642962331593,0.0573933239489994,-6.83628357223327,<< 0.00001,T
Doramectin,CX11314,MY16,0.92591933891976,0.0764514866388703,-0.968989150337536,0.332695,F
Doramectin,CX11314,N2,0.445703858511661,0.0450964880227393,-12.2913372147481,<< 0.00001,T
Doramectin,DL238,JU775,1.01984130691002,0.0954360653514755,0.207901560452502,0.835332,F
Doramectin,DL238,MY16,1.55402242309174,0.127626758925353,4.34095817959136,0.000015,T
Doramectin,DL238,N2,0.748049815001926,0.0733659580891855,-3.4341565428996,0.000609,T
Doramectin,JU775,MY16,1.5237884684238,0.138368736258579,3.78545387192785,0.000159,T
Doramectin,JU775,N2,0.733496289994779,0.0796544369460481,-3.34574846327431,0.000839,T
Doramectin,MY16,N2,0.481363591597136,0.0475299978872945,-10.9117700706127,<< 0.00001,T
